,Col1,0
3319,O1G6GY59,0
3320,O1G6G1KW,1
3321,O1G6G15Z,1
3322,O1G6G1SY,1
3323,O1G6G1S9,1
3324,O1G6G1QJ,0
3325,O1G6LM4E,1
3326,O1G6LMXR,0
3327,O1G6LMXY,1
3328,O1G6LM1J,1
3329,O1G6LMZR,0
3330,O1G6L55Z,0
3331,O1G6L01R,0
3332,O1G6L0ZD,1
3333,O1G6UMXW,0
3334,O1G6UMX5,1
3335,O1G6UM5W,1
3336,O1G6U8QW,1
3337,O1G6U8QG,1
3338,O1G6UOSZ,0
3339,O1G6I5S5,0
3340,O1G6VMNZ,1
3341,O1G65S1G,0
3342,O1GHG84J,1
3343,O1GHG8NR,0
3344,O1GHGS1G,0
3345,O1GHGSSJ,0
3346,O1GHG0NW,0
3347,O1GHG0YW,0
3348,O1GHG0YE,0
3349,O1GHG05W,0
3350,O1GHG1NW,0
3351,O1GHLM45,0
3352,O1GHLMKZ,1
3353,O1GHLMKD,0
3354,O1GHL84D,0
3355,O1GHLOZD,1
3356,O1GHLYKR,1
3357,O1GHLYKZ,1
3358,O1GHUM55,0
3359,O1GHUBN9,0
3360,O1GHU8ZY,1
3361,O1GHU5XD,0
3362,O1GHUS1W,1
3363,O1GHUS15,1
3364,O1GHQM1Z,0
3365,O1GHQMN5,0
3366,O1GHQBZE,0
3367,O1GHQB5Y,0
3368,O15KU0NR,1
3369,O15KQ84Z,0
3370,O15KQSNY,1
3371,O15K68SG,0
3372,O15K6O1J,0
3373,O15K6Y4J,0
3374,O15K6Y15,0
3375,O15K6CS9,0
3376,O15KO1XW,0
3377,O15KO1N5,0
3378,O15KCMXZ,0
3379,O15KIMSZ,0
3380,O15KI51G,1
3381,O15KI5Z5,0
3382,O15KI5QR,1
3383,O15KVSZR,1
3384,O15KVSNZ,1
3385,O15DCOYG,1
3386,O15DCOYJ,1
3387,O15DC5ZJ,1
3388,O15DC5KE,1
3389,O15DC5YZ,0
3390,O15DC5YY,0
3391,O15DC559,1
3392,O15DI8NR,0
3393,O15DIOXD,0
3394,O15DIOQE,0
3395,O15DI51E,0
3396,O15DIS4Z,0
3397,O15DIS1D,0
3398,O15DIY5W,1
3399,O15DI0KE,0
3400,O15DVB5D,0
3401,O15DV81W,0
3402,O15DV81Y,0
3403,O15IG54J,0
3404,O15IG5XE,0
3405,O15IG51E,1
3406,O15IGSSY,1
3407,O15IGY1Y,0
3408,O15IGYQE,0
3409,O15ILBXZ,1
3410,O15ILB1Z,0
3411,O15ILB1G,0
3412,O15ILBSJ,0
3413,O15IL81J,1
3414,O15IL859,0
3415,O15IL85E,0
3416,O15IL8QZ,1
3417,O15ILYSY,0
3418,O15ILYQJ,0
3419,O15I5MQY,1
3420,O15I5ONG,0
3421,O15I5O5Y,0
3422,O15I5O5J,0
3423,O15I5OQE,1
3424,O15I554W,0
3425,O15I5C4D,1
3426,O15I5CSZ,0
3427,O15BGM49,0
3428,O15BGMXY,1
3429,O15BGMNG,0
3430,O15BG85R,1
3431,O15BG5SW,0
3432,O15BGYSD,0
3433,O15BGC5R,1
3434,O15BLMSZ,0
3435,O15BLMSE,0
3436,O15BLB19,0
3437,O15BLBYW,1
3438,O15BLSSY,0
3439,O15BLY4Z,0
3440,O15BLYZZ,0
3441,O15BLYZE,0
3442,O15BLCQE,0
3443,O15BL0N5,0
3444,O15BL1X9,0
3445,O15BUMSR,0
3446,O15B6CXD,0
3447,O15B6C1E,0
3448,O15B6CND,0
3449,O15B60QY,1
3450,O15B61SW,0
3451,O15B61QD,1
3452,O15BOMN9,0
3453,O15BOB5W,1
3454,O15BOSXY,0
3455,O15BOSQR,1
3456,O15BOSQG,0
3457,O15BOYNG,1
3458,O15BO0YW,1
3459,O15BO11Z,0
3460,O15BCMZY,1
3461,O15BCS4Z,0
3462,O15BCS49,0
3463,O15BCS4D,0
3464,O15BCSSJ,1
3465,O15BCYZ9,0
3466,O15BCCZR,1
3467,O15BCCKZ,0
3468,O15BC1YZ,0
3469,O15BC1Q9,1
3470,O15WC5XD,1
3471,O15WC5NW,0
3472,O15WC5N5,0
3473,O15WCSYZ,0
3474,O15WI5QY,0
3475,O15WI015,0
3476,O15WI0YD,0
3477,O15WI0QD,0
3478,O15WVMY5,0
3479,O15WVB5R,0
3480,O15WVOX5,1
3481,O15WV5YE,0
3482,O15WVSN5,0
3483,O15WVYNW,0
3484,O15WVYQD,1
3485,O15WVYQG,1
3486,O15W5MYG,0
3487,O15W5MSE,0
3488,O15W5MQY,0
3489,O15W5BZY,0
3490,O15W5BZ9,0
3491,O15OG85J,0
3492,O15OG5Y9,0
3493,O15OG0KZ,0
3494,O15OL8XW,0
3495,O15OLO4Y,0
3496,O15OLOKJ,1
3497,O15OL5YG,0
3498,O15OLYXZ,0
3499,O15OLYNE,0
3500,O15OLYNG,0
3501,O15OLYYJ,1
3502,O15OLY5D,1
3503,O15OLY55,0
3504,O15OLYSR,0
3505,O15OLCKJ,1
3506,O15OLCNW,0
3507,O15OLCN9,0
3508,O15OLCYY,1
3509,O15OL0QD,0
3510,O15OL1ND,1
3511,O15OUBN5,0
3512,O15OUBY5,1
3513,O15OU8XR,1
3514,O15OU5NR,0
3515,O15OU1KE,1
3516,O15OQ8ZD,0
3517,O15OQ855,0
3518,O15OQO5D,0
3519,O15OQ0ZG,0
3520,O15OQ0SE,0
3521,O15OQ0QE,1
3522,O15O6MN5,1
3523,O15O6OZW,0
3524,O15O65ZG,1
3525,O15O655Y,0
3526,O15O655D,1
3527,O15O6SYG,0
3528,O15O6SSD,1
3529,O15O6CQY,1
3530,O15O604D,0
3531,O15O60XW,0
3532,O15O60S9,1
3533,O15O61QY,1
3534,O15OOMXG,0
3535,O15OOOQD,0
3536,O15OOCYR,0
3537,O15RQ1XY,0
3538,O15RQ1KR,0
3539,O15RQ1KD,1
3540,O15R6MK5,0
3541,O15R6BNE,0
3542,O15ROMXJ,0
3543,O15ROBQY,0
3544,O15ROBQJ,1
3545,O15RO84Y,1
3546,O15RO84E,0
3547,O15RO8XG,1
3548,O15RO81R,1
3549,O15RO815,1
3550,O15RO8KW,1
3551,O15RISS5,1
3552,O15RISQR,1
3553,O15RI0NJ,1
3554,O15RVM49,0
3555,O15RV8XR,1
3556,O15RVONJ,0
3557,O15RVOYJ,0
3558,O15RV5KW,1
3559,O15RV5YG,0
3560,O15RVSK9,1
3561,O15RVSSR,0
3562,O15RVSQE,0
3563,O15RVYXR,1
3564,O15RVY1E,0
3565,O15UGBNG,1
3566,O15UG8YJ,0
3567,O15UGO4D,1
3568,O15UO15W,0
3569,O15UO1SJ,0
3570,O15UCOX5,1
3571,O15UCOQZ,0
3572,O15UC5XE,1
3573,O15UIY5E,0
3574,O15UICY9,0
3575,O15UI1XE,0
3576,O15UI1XG,0
3577,O15UVCZ9,0
3578,O15UV0NZ,1
3579,O15UV0Y5,1
3580,O15UV1NZ,0
3581,O15U5MYW,0
3582,O15U5MYG,0
3583,O15U5BZE,1
3584,O15U5BK9,1
3585,O15U58N9,0
3586,O15U5O5G,0
3587,O15U5SKZ,0
3588,O15U5Y4Y,1
3589,O15U50YZ,0
3590,O156GCZD,1
3591,O156G0ZJ,1
3592,O156G1NG,0
3593,O156LBS5,0
3594,O156LBQE,0
3595,O156L81Z,1
3596,O156L81D,0
3597,O156L8KW,0
3598,O156LO4Y,1
3599,O156LO49,0
3600,O156LO59,1
3601,O156LOQW,0
3602,O156L54J,0
3603,O156L5XZ,1
3604,O156L5ZZ,1
3605,O156L5ND,0
3606,O156L5NE,1
3607,O15HL0SJ,0
3608,O15HL0QY,0
3609,O15HU85R,0
3610,O15HU855,0
3611,O15HU5S9,1
3612,O15HQ8QE,0
3613,O15HQ54Y,0
3614,O15HQ5KJ,0
3615,O15HQS4R,0
3616,O15HQSQ9,1
3617,O15HQY1E,0
3618,O15H6MXG,0
3619,O15H6MQY,0
3620,O15H6BZE,0
3621,O15H6BS5,0
3622,O15H681J,0
3623,O15H65Q5,0
3624,O15H6SZR,1
3625,O15H6SNZ,1
3626,O15H6SNY,0
3627,O15H6YXD,1
3628,O15H6CXZ,0
3629,O15H6CKY,0
3630,O15H61SW,1
3631,O15HOMQ9,1
3632,O15HOBS5,0
3633,O1MKQC1W,0
3634,O1MKQCYE,0
3635,O1MKQ0Y5,1
3636,O1MK6MQZ,0
3637,O1MK6BZ5,0
3638,O1MK68S9,1
3639,O1MK6OZY,0
3640,O1MK6OZE,0
3641,O1MK61X9,0
3642,O1MKO8SE,0
3643,O1MKO55J,0
3644,O1MKOS4D,0
3645,O1MKOSKR,0
3646,O1MKCM4G,0
3647,O1MKCONG,1
3648,O1MKCSNY,1
3649,O1MKI015,0
3650,O1MKI0ZJ,0
3651,O1MKI14W,0
3652,O1MKV8XR,0
3653,O1MKV8QZ,1
3654,O1MKVO1Z,0
3655,O1MKVONG,0
3656,O1MKV5QY,1
3657,O1MKV5QG,0
3658,O1MKVS45,0
3659,O1MKVYKW,1
3660,O1MKV1Y9,0
3661,O1MKV1SD,0
3662,O1MK5MYD,1
3663,O1MK5B1R,0
3664,O1MK5BQ5,1
3665,O1MK581Z,0
3666,O1MK58NY,0
3667,O1MK5O1J,0
3668,O1MK5ON5,0
3669,O1MK5OYW,1
3670,O1MK551E,0
3671,O1MK5SNJ,0
3672,O1MK5SYD,1
3673,O1MK5149,0
3674,O1MK511W,1
3675,O1MDI1YZ,0
3676,O1MDVMXW,0
3677,O1MDVBSW,1
3678,O1MDV8ZZ,1
3679,O1MDV5ZD,1
3680,O1MDVS4W,0
3681,O1MDVSQY,0
3682,O1MDVCKR,0
3683,O1MDV0KZ,1
3684,O1MDV0KY,1
3685,O1MDV0NJ,0
3686,O1MD5SYG,0
3687,O1MIGM5J,0
3688,O1MIGBNZ,1
3689,O1MIGBYR,0
3690,O1MIGB55,1
3691,O1MIGOK9,0
3692,O1MIQMZW,1
3693,O1MIQBX5,0
3694,O1MIQ5SR,0
3695,O1MI6B45,0
3696,O1MI6BNY,1
3697,O1MI6BQE,0
3698,O1MBU8S9,1
3699,O1MBUOXZ,1
3700,O1MBU0YG,0
3701,O1MBQ11Y,1
3702,O1MB6BKE,0
3703,O1MB6B5Y,0
3704,O1MB6O59,1
3705,O1MB6SYJ,0
3706,O1MBOBKE,0
3707,O1MBOO1G,1
3708,O1MBO54Y,0
3709,O1MBOCXE,0
3710,O1MBC55Z,0
3711,O1MBC0XW,0
3712,O1MBICQG,0
3713,O1MBI04G,0
3714,O1MBVO5G,1
3715,O1MBV5XW,0
3716,O1MB5ON5,0
3717,O1MB51NZ,1
3718,O1MB5159,1
3719,O1MB515G,0
3720,O1MB51S5,0
3721,O1MWGM4E,0
3722,O1MWGMXJ,1
3723,O1MWGM1R,0
3724,O1MWGM1G,0
3725,O1MWGMKE,1
3726,O1MWG04Z,1
3727,O1MWL8XG,1
3728,O1MWLOYR,1
3729,O1MWL5YJ,1
3730,O1MWLSNZ,0
3731,O1MWLSSD,0
3732,O1MWLSQZ,0
3733,O1MWLYKG,0
3734,O1MWVBKR,0
3735,O1MWVBKG,0
3736,O1MWV5ZR,1
3737,O1MWVYN5,0
3738,O1MWVCXE,1
3739,O1MW5M19,0
3740,O1MW5B1Y,1
3741,O1MW581W,1
3742,O1MW55XD,1
3743,O1MW5S4R,0
3744,O1MW5SND,1
3745,O1MW5CZ9,0
3746,O1MW5CND,0
3747,O1MW51YW,1
3748,O1MW515R,1
3749,O1MOGMZZ,0
3750,O1MOGO55,0
3751,O1MOGOSW,1
3752,O1MOG54R,0
3753,O1MOG5XR,1
3754,O1MOLMSJ,0
3755,O1MOU8YG,1
3756,O1MOU5XE,1
3757,O1MOU04G,1
3758,O1MOU1KY,0
3759,O1MOU1KG,1
3760,O1MOU15W,1
3761,O1MOQM1W,1
3762,O1MOQM15,0
3763,O1MOQ8Z5,0
3764,O1MOQ8KZ,0
3765,O1MOQ8YW,1
3766,O1MOQOZZ,0
3767,O1MOQ5QG,0
3768,O1MOQSXG,1
3769,O1MOQS1Z,1
3770,O1MOQS5D,0
3771,O1MOO549,1
3772,O1MRUCSZ,0
3773,O1MRU11R,0
3774,O1MRQM4J,0
3775,O1MRQB19,0
3776,O1MR6BKG,1
3777,O1MR655Z,1
3778,O1MR6YSZ,0
3779,O1MR6YSY,0
3780,O1MR611E,0
3781,O1MROBZG,0
3782,O1MROSXE,0
3783,O1MROY4E,1
3784,O1MROY15,0
3785,O1MRIYQD,1
3786,O1MRICXZ,0
3787,O1MRI0NW,1
3788,O1MRI0YJ,0
3789,O1MRI11Y,0
3790,O1MRI115,0
3791,O1MRVMX9,1
3792,O1MRVBKE,1
3793,O1MRVBYE,0
3794,O1MRVY1W,1
3795,O1MUCBYR,0
3796,O1MUC84Z,0
3797,O1MUC81E,0
3798,O1MUC8YD,0
3799,O1MUCY1Z,0
3800,O1MUIMN9,0
3801,O1MUIB4G,1
3802,O1MUI85D,0
3803,O1MUI8SR,1
3804,O1MUI5S5,0
3805,O1MUIS49,0
3806,O1MUISX5,0
3807,O1MUI1YG,1
3808,O1MUV5XW,1
3809,O1MUVCZD,0
3810,O1MU58XD,0
3811,O1MU58KR,1
3812,O1MU5S4Y,0
3813,O1MU5Y4E,0
3814,O1MU5YXJ,0
3815,O1MU5YNW,1
3816,O1MU50YD,1
3817,O1MU50YE,0
3818,O1MU505W,1
3819,O1MU505D,0
3820,O1MU505E,1
3821,O1MU505G,0
3822,O1MU5055,0
3823,O1MU50S5,1
3824,O1MU514D,1
3825,O1M6GM5G,1
3826,O1M6G81D,1
3827,O1M6G8KR,1
3828,O1M6G8QY,0
3829,O1M6GO4Y,0
3830,O1M6GO1D,0
3831,O1M6GONE,1
3832,O1M6GOQW,0
3833,O1M6GOQ9,1
3834,O1M6G55W,1
3835,O1M6GS1E,1
3836,O1M6GYSR,1
3837,O1M6GYQJ,0
3838,O1M6GCNW,1
3839,O1M6GCSD,1
3840,O1M6GCQG,1
3841,O1M6G04E,0
3842,O1M6G0QG,1
3843,O1M6G0Q5,1
3844,O1M6G155,1
3845,O1M6LM1Y,1
3846,O1M6LM19,1
3847,O1M6LB5D,1
3848,O1M6L8KW,1
3849,O1M6L8QE,1
3850,O1M6LOSE,0
3851,O1M6LYZW,0
3852,O1M6LYQ9,0
3853,O1M6LYQG,0
3854,O1M6L1QW,0
3855,O1M6UMQY,1
3856,O1M6UOXW,1
3857,O1M66BXJ,0
3858,O1M66B1Y,0
3859,O1M66BYG,0
3860,O1M66849,1
3861,O1M66ONG,0
3862,O1MHGY1Y,0
3863,O1MHUMZJ,0
3864,O1MHUB1Z,1
3865,O1MHUB1Y,1
3866,O1MHUB1J,1
3867,O1MHUBZ5,1
3868,O1MHU8XD,0
3869,O1MHU8KY,0
3870,O1MHU8YD,0
3871,O1MHU5N5,0
3872,O1MHUY4R,1
3873,O1MHUY1Z,0
3874,O1MHUCQE,0
3875,O1MHQB5R,0
3876,O1MHQBQZ,1
3877,O1MHQO4G,1
3878,O1MHQO1J,1
3879,O1MHQ159,0
3880,O1MHQ15D,1
3881,O1MHQ1SG,1
3882,O1MH6MS5,0
3883,O1MH6BKJ,0
3884,O1MH68Y5,0
3885,O1MH685E,0
3886,O1MH68QR,0
3887,O1MH6OXJ,0
3888,O1MH6OKR,0
3889,O1MH60QW,0
3890,O1MHOM19,1
3891,O1MHOMZW,1
3892,O1MHOY1Y,0
3893,O1MHOC4E,0
3894,O1MHOCZG,1
3895,O1MHOC5E,0
3896,O1MHO0KY,0
3897,O1MHO0SJ,0
3898,O1MHCSXD,1
3899,O1MHCYND,1
3900,O1MHI815,0
3901,O1MHIOSD,0
3902,O1MHI5SW,0
3903,O1MHV54E,0
3904,O1MHVSZJ,0
3905,O1MHVSKW,0
3906,O1MHVSK9,0
3907,O1MHVCZR,1
3908,O1MHVCK5,0
3909,O1MHV0NE,0
3910,O1MHV0YW,1
3911,O1HKI0XY,1
3912,O1HKV8NZ,0
3913,O1HKV8YE,0
3914,O1HKVSN5,1
3915,O1HKVY4D,0
3916,O1HKV0KW,0
3917,O1HDGCZ9,1
3918,O1HDGC5G,0
3919,O1HDG0NW,1
3920,O1HDG059,1
3921,O1HDG1ZD,0
3922,O1HDL815,0
3923,O1HDL85R,0
3924,O1HDLOZ9,1
3925,O1HDL5SD,1
3926,O1HDLSXW,1
3927,O1HDLSZJ,0
3928,O1HDLS5E,1
3929,O1HDLSQR,0
3930,O1HDL04E,0
3931,O1HDL04G,0
3932,O1HDL04J,1
3933,O1HDL0XW,0
3934,O1HDL0XY,1
3935,O1HDUMXY,1
3936,O1HDU859,1
3937,O1HDUOZD,0
3938,O1HDUONZ,0
3939,O1HDUOYR,0
3940,O1HDUO5G,0
3941,O1HDUOQG,1
3942,O1HDU5ZG,0
3943,O1HDU55W,0
3944,O1HDUY4J,0
3945,O1HDUYXR,1
3946,O1HDUYX9,1
3947,O1HDUCYG,0
3948,O1HDQOK9,1
3949,O1HDQ04W,1
3950,O1HD6BYJ,1
3951,O1HD6815,0
3952,O1HD685J,1
3953,O1HD6CYR,1
3954,O1HD5M4R,0
3955,O1HI6515,0
3956,O1HI6CY9,0
3957,O1HI61ZY,1
3958,O1HIOB4D,1
3959,O1HIOYNY,0
3960,O1HICO4Z,1
3961,O1HICOYG,1
3962,O1HB6OQE,1
3963,O1HB65ZW,1
3964,O1HB65S9,0
3965,O1HB6S5W,0
3966,O1HB6YQD,0
3967,O1HB6CXD,1
3968,O1HB6CZ9,0
3969,O1HBOSQR,0
3970,O1HBOY5G,0
3971,O1HBOCYY,1
3972,O1HWGS49,1
3973,O1HWLYSZ,0
3974,O1HWL04Z,0
3975,O1HWL01R,0
3976,O1HWUMKG,1
3977,O1HWU8SY,0
3978,O1HWQ8NR,0
3979,O1HWQ5XZ,0
3980,O1HWQ55Z,1
3981,O1HWQ5QW,0
3982,O1HWQ5QG,0
3983,O1HWQ05Y,0
3984,O1HWQ11R,0
3985,O1HWQ1ZR,1
3986,O1HW6BKG,0
3987,O1HW6BNE,0
3988,O1HW6YX9,1
3989,O1HW6CKG,0
3990,O1HW6C5J,0
3991,O1HW60YY,1
3992,O1HW61QZ,0
3993,O1HWOBY9,0
3994,O1HWOC1J,1
3995,O1HWOCK9,1
3996,O1HWCO1Z,1
3997,O1HWCYZY,0
3998,O1HWC1N5,0
3999,O1HWIMQE,0
4000,O1HWIBZY,0
4001,O1HWI8XZ,0
4002,O1HWI8NW,1
4003,O1HWI54Y,0
4004,O1HWIC5Z,0
4005,O1HWI119,0
4006,O1HWV5XG,0
4007,O1HWV5ZE,1
4008,O1HWVCNG,1
4009,O1HWV0XZ,1
4010,O1HWV1XW,0
4011,O1HWV1YD,0
4012,O1HW58Q9,0
4013,O1HW5OS9,0
4014,O1HW5559,0
4015,O1HW505E,0
4016,O1HW5055,1
4017,O1HW50Q5,0
4018,O1HW514D,1
4019,O1HW515E,0
4020,O1HOGMQG,1
4021,O1HOG8NZ,0
4022,O1HOGOXG,0
4023,O1HOGOYD,0
4024,O1HOG01J,1
4025,O1HOG1SG,0
4026,O1HOLS1Y,0
4027,O1HOLSQE,0
4028,O1HOUY1R,0
4029,O1HOU0XZ,1
4030,O1HOU01J,1
4031,O1HOQM1J,0
4032,O1HOQBN5,0
4033,O1HOQOZE,0
4034,O1HOQSZE,0
4035,O1HOQSK5,1
4036,O1HOQCNY,1
4037,O1HOQCQY,1
4038,O1HOQ045,0
4039,O1HO68Q9,1
4040,O1HO6S4D,0
4041,O1HO6SS5,1
4042,O1HO6YS9,0
4043,O1HO60Q5,0
4044,O1HOOB19,1
4045,O1HOOOQD,1
4046,O1HOOS55,0
4047,O1HOOYKJ,0
4048,O1HOOYNR,1
4049,O1HOO0NE,0
4050,O1HOCBQE,1
4051,O1HOIB5Z,0
4052,O1HOIYKY,0
4053,O1HOICZE,0
4054,O1HOI0X5,1
4055,O1HOI0N5,0
4056,O1HOI0YE,1
4057,O1HOI0SR,1
4058,O1HOI1NZ,1
4059,O1HOI15E,0
4060,O1HOVMZY,1
4061,O1HOVMSD,0
4062,O1HOVS1Z,1
4063,O1HOVCKG,0
4064,O1HOVCYY,0
4065,O1HOV01W,0
4066,O1HOV05J,0
4067,O1HO5B4J,0
4068,O1HO5BXG,0
4069,O1HO5BZR,0
4070,O1HO5BYJ,1
4071,O1HO58ZY,0
4072,O1HO55QJ,1
4073,O1HO5SZW,1
4074,O1HO5S5E,1
4075,O1HRGMKG,1
4076,O1HRGBYW,1
4077,O1HRGBYJ,0
4078,O1HRG5YG,0
4079,O1HRGSXJ,0
4080,O1HRG1ZG,0
4081,O1HRLMY5,1
4082,O1HRL8ZE,1
4083,O1HRL0XG,0
4084,O1HRL1XZ,0
4085,O1HRUOKE,1
4086,O1HRU55Y,0
4087,O1HRU5SD,0
4088,O1HRUYS9,1
4089,O1HRU015,1
4090,O1HRU0ZZ,0
4091,O1HRU15W,1
4092,O1HRQMXR,1
4093,O1HRQ8XE,0
4094,O1HRQS4R,0
4095,O1HRQSYW,0
4096,O1HRQYND,1
4097,O1HR6M4W,1
4098,O1HR6BSR,0
4099,O1HR6SXY,0
4100,O1HR6S5R,1
4101,O1HR61SW,1
4102,O1HROBQY,1
4103,O1HRO81R,1
4104,O1HROSX9,0
4105,O1HROYNE,0
4106,O1HRO1K9,0
4107,O1HRO15G,0
4108,O1HRCBZG,1
4109,O1HRCBNG,0
4110,O1HRC819,0
4111,O1HRCYKY,0
4112,O1HRIO45,0
4113,O1HRI54R,0
4114,O1HRISQ9,0
4115,O1HRI15E,0
4116,O1HRVOQD,0
4117,O1HRV5XZ,0
4118,O1HRV51R,0
4119,O1HRVS1G,1
4120,O1HRVSYD,1
4121,O1HRVSSD,1
4122,O1HRVYS5,1
4123,O1HRV0XY,0
4124,O1HRV1ZJ,1
4125,O1HUG8YY,0
4126,O1HUGONZ,0
4127,O1HUGON5,1
4128,O1HUGOYZ,1
4129,O1HUGOYY,1
4130,O1HUGS1E,0
4131,O1HUGSQ9,1
4132,O1HUG0SZ,0
4133,O1HUG15R,0
4134,O1HULMXJ,0
4135,O1HUL8YW,0
4136,O1HULO1E,0
4137,O1HULY4J,0
4138,O1HUL1S9,0
4139,O1HUUBYR,0
4140,O1HUU85Z,1
4141,O1HUU859,1
4142,O1HUUOXG,0
4143,O1HUUOZZ,1
4144,O1HUUOKY,1
4145,O1HUU5ZY,1
4146,O1HUU5KJ,0
4147,O1HUU5NZ,0
4148,O1HUUS45,1
4149,O1HUUCYW,1
4150,O1HUUCQZ,1
4151,O1HUU01W,0
4152,O1HUQ5ZJ,0
4153,O1HUQ0ZJ,1
4154,O1HU6MYY,0
4155,O1HU6B5E,0
4156,O1HU6B5J,0
4157,O1HU68XR,1
4158,O1HU685E,1
4159,O1HU6ONJ,1
4160,O1HU654R,0
4161,O1HU65S9,0
4162,O1HU6S55,0
4163,O1HU6YX5,0
4164,O1HU615J,1
4165,O1HUO8XR,0
4166,O1HUOS1G,0
4167,O1HUOY1G,0
4168,O1HUC0SZ,1
4169,O1HUI5ZR,1
4170,O1HUISS9,0
4171,O1HUISQG,0
4172,O1HUIYNW,0
4173,O1HUI1KW,0
4174,O1HUV8SW,0
4175,O1HUV8QZ,0
4176,O1HUV01G,0
4177,O1HU5MXY,1
4178,O1HU5MYD,0
4179,O1HU584D,0
4180,O1HU584E,0
4181,O1HU5YQJ,1
4182,O1HU5C4R,1
4183,O1HU514Y,1
4184,O1HU51ZW,1
4185,O1H6GMZ9,0
4186,O1H6GB1D,0
4187,O1H6G0ZE,1
4188,O1H6LBKG,0
4189,O1H6LS4G,1
4190,O1H6LYN9,1
4191,O1H6LCX9,0
4192,O1H6LCXG,0
4193,O1H6L0SW,1
4194,O1H6L0S9,0
4195,O1H6L0QY,0
4196,O1H6U845,1
4197,O1H6U8XJ,0
4198,O1H6UO4Z,0
4199,O1H6U5QW,1
4200,O1H6UCQY,0
4201,O1H6U0ZZ,0
4202,O1H6QMZJ,0
4203,O1H66BY9,0
4204,O1H66B59,1
4205,O1H66OQZ,1
4206,O1H6654E,1
4207,O1H665ND,1
4208,O1H66Y5W,0
4209,O1H6OB5G,0
4210,O1H6OYNW,0
4211,O1H6OYQG,0
4212,O1H6O0QJ,1
4213,O1H6CMQJ,0
4214,O1H6CB4Y,0
4215,O1H6CB1R,0
4216,O1H6C84J,1
4217,O1H6C8NW,0
4218,O1H6IBXE,1
4219,O1H6IBXG,0
4220,O1H6IBKG,1
4221,O1H6I5QG,1
4222,O1H6ISZG,1
4223,O1H6ICSW,0
4224,O1H6I1ZW,0
4225,O1H6I1YR,0
4226,O1H6V0SY,1
4227,O1H6V1YD,0
4228,O1H6501Z,1
4229,O1H651SZ,0
4230,O1HHG8K5,1
4231,O1HHG5N5,0
4232,O1HHGY4R,0
4233,O1HHG1XZ,0
4234,O1HHG15W,0
4235,O1HHG1QW,0
4236,O1HHLMQ5,0
4237,O1HHLB5G,1
4238,O1HHLOQJ,1
4239,O1HHL5X5,1
4240,O1HHL5NW,0
4241,O1HHLYQW,0
4242,O1HHUMNR,0
4243,O1HHU84E,0
4244,O1HHUO5R,0
4245,O1HHU54Z,0
4246,O1HHQ8Z9,0
4247,O1HHQO55,0
4248,O1HHQ5ZW,0
4249,O1HHQ5YJ,1
4250,O1HHQYNY,0
4251,O1HHQYQZ,0
4252,O1HHQ0XZ,0
4253,O1HH685D,0
4254,O1HH6O4D,0
4255,O1HHCO1Z,0
4256,O1HHCOSY,0
4257,O1HHC54R,0
4258,O1HHCY4Y,0
4259,O1HHC0ZZ,1
4260,O1HHC1Y5,0
4261,O1HHIBQW,1
4262,O1HHI5QE,0
4263,O1HHVSYD,1
4264,O1HHVYNG,0
4265,O1HHVYQW,0
4266,O1HHV1N5,1
4267,O1HH5Y5W,0
4268,O1HH5Y5D,1
4269,O1YKGO4Z,0
4270,O1YKGO5G,1
4271,O1YKG54D,0
4272,O1YKGSZJ,1
4273,O1YKGY59,0
4274,O1YKGCND,1
4275,O1YKG019,1
4276,O1YKLMNJ,1
4277,O1YKLY19,0
4278,O1YKLY1D,1
4279,O1YKLY5J,0
4280,O1YKLCZW,0
4281,O1YKU5SE,0
4282,O1YKQOKW,1
4283,O1YKQ51W,1
4284,O1YKQ5ND,0
4285,O1YKQ555,0
4286,O1YKQCZG,1
4287,O1YKQCYR,0
4288,O1YK6YX5,1
4289,O1YK60XW,0
4290,O1YK61N5,1
4291,O1YKOC19,0
4292,O1YKOCKY,0
4293,O1YKO0SY,0
4294,O1YKO1NJ,1
4295,O1YKC5SE,1
4296,O1YKC0XR,1
4297,O1YKI8KD,1
4298,O1YKI54Y,0
4299,O1YKI5SZ,1
4300,O1YKI045,0
4301,O1YKVBN9,0
4302,O1YKVBQD,1
4303,O1YKV84R,0
4304,O1YKV5Z9,0
4305,O1YKV5NG,0
4306,O1YKVSYR,1
4307,O1YK5MY9,0
4308,O1YK5M55,0
4309,O1YK5BQJ,0
4310,O1YK58ND,0
4311,O1YK58SW,0
4312,O1YK55NG,1
4313,O1YK5S5G,0
4314,O1YK5Y5G,0
4315,O1YK5C15,1
4316,O1YK5CY5,0
4317,O1YDG849,1
4318,O1YDG8ZG,1
4319,O1YDGO5Z,0
4320,O1YDG54Z,0
4321,O1YDG54Y,0
4322,O1YDG51D,0
4323,O1YDG5YR,1
4324,O1YDG5SE,0
4325,O1YDGSN5,0
4326,O1YDG05G,0
4327,O1YDG1XZ,0
4328,O1YDL8KY,1
4329,O1YDLS1J,0
4330,O1YDLCKZ,0
4331,O1YDU8ZW,0
4332,O1YDUOSE,0
4333,O1YDQOS5,0
4334,O1YDQ51G,0
4335,O1YDQ55Y,1
4336,O1YDQ55J,1
4337,O1YDQSXY,0
4338,O1YDQYYZ,0
4339,O1YDQYSG,0
